N_unmapped	299006	299006	299006
N_multimapping	2028668	2028668	2028668
N_noFeature	2538356	23200073	3035337
N_ambiguous	4328644	38070	543057
lnc1	0	0	0
lnc10	0	0	0
lnc1000	2	1	6
lnc10000	0	0	0
lnc10001	0	0	0
lnc10002	0	142	0
lnc10003	0	0	0
lnc10004	0	0	0
lnc10005	5	0	8
lnc10006	8	3	5
lnc10007	3	0	3
lnc10008	3	0	3
lnc10009	12	0	12
lnc1001	1	11	0
lnc10010	0	0	0
lnc10011	1	1	0
lnc10012	0	0	0
lnc10013	21	3	32
lnc10015	0	0	0
lnc10016	0	0	0
lnc10017	0	0	0
lnc10018	505	1105	6
lnc10019	3	1	2
lnc1002	0	0	0
lnc10020	0	0	0
lnc10022	0	0	0
lnc10024	0	0	0
lnc10025	0	0	0
lnc10026	0	0	0
lnc10027	2	0	2
lnc10028	0	0	0
lnc10029	4	0	4
lnc1003	3	2	1
lnc10030	31	0	98
lnc10031	1	43	1
lnc10032	0	0	0
lnc10034	27	231	4
lnc10035	0	0	0
lnc10036	1	0	1
lnc10038	0	0	0
lnc10039	46	143	0
lnc1004	0	0	0
lnc10040	0	1	0
lnc10041	0	3	0
lnc10042	4	9	4
lnc10043	78	434	2
lnc10044	0	0	0
lnc10045	3	0	3
lnc10046	0	0	0
lnc10047	4	4	5
lnc10048	0	28	0
lnc10049	0	9	1
lnc1005	0	0	0
lnc10050	2	1	1
lnc10051	1	1	0
lnc10052	18	2	16
lnc10053	301	1568	18
lnc10054	0	0	0
lnc10055	88	58	51
lnc10056	0	38	17
lnc10058	2	2	2
lnc10059	1	1	2
lnc1006	2	0	2
lnc10060	0	0	0
lnc10061	0	0	0
lnc10062	4	0	4
lnc10063	0	1	0
lnc10064	0	0	0
lnc10065	11	23	1
lnc10066	208	884	12
lnc10067	12	150	0
lnc10068	1	0	1
lnc10069	1	5	1
lnc1007	2	0	2
lnc10070	0	5	0
lnc10071	0	0	0
lnc10072	9	0	10
lnc10073	15	3	12
lnc10074	2	0	2
lnc10075	4050	5689	34
lnc10076	0	0	0
lnc10077	0	0	0
lnc1008	1	1	0
lnc10081	1	0	1
lnc10082	0	0	0
lnc10084	5	1	8
lnc10085	0	0	0
lnc10086	0	0	0
lnc10087	0	3	2
lnc10088	0	2	3
lnc10089	1	22	2
lnc1009	17	13	4
lnc10090	32	33	2
lnc10092	3	123	0
lnc10093	0	0	0
lnc10094	0	0	0
lnc10095	0	0	0
lnc10096	0	0	0
lnc10097	0	0	0
lnc10098	0	0	0
lnc10100	19	26	7
lnc10102	9	23	0
lnc10103	0	0	0
lnc10105	4	1	3
lnc10106	0	0	0
lnc10107	6	0	6
lnc1011	0	0	0
lnc10110	0	0	0
lnc10111	0	0	0
lnc10114	4	1	4
lnc10115	0	0	1
lnc10116	0	0	0
lnc10117	0	0	0
lnc10118	0	0	0
lnc10119	0	0	0
lnc1012	0	0	0
lnc10120	0	673	3
lnc10121	5	0	5
lnc10122	67	201	0
lnc10123	31	2	29
lnc10124	6	5	1
lnc10128	0	1	0
lnc10129	0	0	0
lnc1013	1	0	1
lnc10130	0	0	0
lnc10131	0	0	0
lnc10132	9	19	0
lnc10133	2	6	0
lnc10134	0	0	0
lnc10135	0	426	1
lnc10136	539	52665	186
lnc10137	0	0	0
lnc10138	2	2	0
lnc10139	68	489	1
lnc1014	6	0	6
lnc10140	7	68	27
lnc10141	0	0	0
lnc10142	0	0	0
lnc10143	0	0	0
lnc10144	0	0	0
lnc10145	1	0	1
lnc10146	0	0	0
lnc10147	0	0	0
lnc1015	0	0	0
lnc10151	146	1280	4
lnc10152	0	0	0
lnc10153	9	2	7
lnc10154	1	1	0
lnc10155	16	45	13
lnc10156	0	0	0
lnc10157	0	0	0
lnc10158	0	0	0
lnc10159	3	1	2
lnc1016	0	0	0
lnc10160	0	0	0
lnc10162	1	1	0
lnc10163	2	0	3
lnc10164	0	0	0
lnc10165	14	38	0
lnc10167	17	279	0
lnc10168	2656	5279	45
lnc10169	13	199	0
lnc1017	0	0	0
lnc10170	56	115	4
lnc10171	0	0	0
lnc10172	0	0	0
lnc10173	2	17	2
lnc10174	0	0	0
lnc10177	185	889	14
lnc10179	0	1	0
lnc1018	3	0	3
lnc10182	1	0	1
lnc10183	0	0	0
lnc10184	0	0	0
lnc10186	52	27	33
lnc10189	12	0	44
lnc1019	0	0	0
lnc10190	0	44	0
lnc10191	2	2	0
lnc10192	0	0	0
lnc10194	0	1	0
lnc10195	11	0	11
lnc10196	1	0	1
lnc10197	0	0	0
lnc10198	0	0	0
lnc10199	0	0	0
lnc102	4	3	1
lnc1020	0	0	0
lnc10200	0	0	0
lnc10201	0	0	0
lnc10202	0	1	0
lnc10203	0	0	0
lnc10205	0	0	0
lnc10206	0	0	0
lnc10207	1	37	1
lnc10208	52	971	13
lnc1021	0	0	0
lnc10210	16	19	7
lnc10211	0	67	0
lnc10212	0	0	7
lnc10213	1	0	1
lnc10214	0	4	1
lnc10215	1	1	12
lnc10216	0	288	2
lnc10217	0	0	0
lnc10218	0	0	32
lnc10219	0	0	0
lnc1022	0	0	0
lnc10220	0	0	0
lnc10221	2	0	11
lnc10222	412	2310	118
lnc10223	0	0	0
lnc10224	4	2	2
lnc10225	76	1079	44
lnc10226	3	1	7
lnc10227	3	286	5
lnc10228	4	1	3
lnc10229	0	0	0
lnc1023	83	25	59
lnc10230	2	2	0
lnc10233	0	27	1
lnc10234	154	317	3
lnc10235	0	0	0
lnc10236	53	51	2
lnc10237	0	0	0
lnc10238	0	0	0
lnc10239	1	1	0
lnc1024	0	0	0
lnc10242	4	0	4
lnc10246	5	0	5
lnc10247	0	0	0
lnc10248	20	20	0
lnc1025	0	0	0
lnc10251	2	2	0
lnc10252	3	0	3
lnc10253	9	1	9
lnc10254	0	0	0
lnc10255	0	15	0
lnc10257	0	0	0
lnc10258	197	3	195
lnc1026	0	0	0
lnc1027	0	0	0
lnc10271	0	0	1
lnc10272	0	0	0
lnc10276	0	0	0
lnc10277	1	0	1
lnc1028	0	0	0
lnc10280	0	0	0
lnc10284	2	0	2
lnc10285	29	0	29
lnc10286	0	0	0
lnc10287	3	0	3
lnc10288	6	0	6
lnc1029	0	0	0
lnc10290	0	0	0
lnc10291	0	0	0
lnc10293	0	0	0
lnc10294	0	0	0
lnc10296	0	0	0
lnc10297	0	0	0
lnc10298	0	0	0
lnc10299	0	0	0
lnc1030	26	1396	2
lnc10300	0	0	0
lnc10301	0	0	0
lnc10302	0	0	0
lnc10303	0	0	0
lnc10304	0	0	0
lnc10305	0	0	0
lnc10306	0	0	0
lnc10307	0	0	0
lnc10308	0	0	0
lnc10309	0	0	0
lnc10310	0	0	0
lnc10311	0	0	0
lnc10312	49	49	0
lnc1032	185	4	181
lnc10322	0	51	0
lnc10324	0	0	0
lnc10325	0	0	0
lnc10326	2	0	2
lnc10328	0	0	0
lnc10329	0	0	0
lnc1033	0	0	0
lnc10331	0	0	0
lnc10336	0	0	0
lnc10338	0	0	0
lnc1034	0	0	0
lnc10340	0	0	0
lnc10341	0	0	0
lnc10342	0	0	1
lnc10344	0	0	0
lnc10345	0	0	0
lnc10348	0	0	0
lnc10349	0	0	0
lnc1035	0	0	0
lnc10352	0	0	0
lnc10353	0	0	0
lnc10358	0	0	0
lnc10359	0	0	0
lnc1036	7	4	3
lnc10361	0	0	0
lnc10365	4	0	4
lnc10366	0	0	0
lnc1037	3	3	0
lnc10371	0	0	0
lnc10372	0	0	0
lnc10373	0	0	0
lnc10374	6	1	5
lnc10375	2	0	2
lnc10378	0	0	0
lnc10379	0	0	0
lnc1038	0	0	0
lnc10380	0	0	0
lnc10386	0	0	0
lnc10387	0	0	0
lnc1039	24	29	0
lnc10391	1	0	1
lnc10392	0	0	0
lnc10393	0	0	0
lnc10394	0	0	0
lnc10395	0	0	0
lnc10398	0	0	0
lnc10399	0	0	0
lnc104	3	0	3
lnc1040	47	29	21
lnc10400	0	0	0
lnc10401	0	0	0
lnc10402	0	0	0
lnc10404	0	0	0
lnc10405	200	200	0
lnc10408	0	0	0
lnc1041	0	0	0
lnc10410	0	0	0
lnc10413	0	0	0
lnc10414	0	0	0
lnc10415	0	0	0
lnc10416	0	0	0
lnc10417	0	0	0
lnc10418	33	36	0
lnc10419	1	3	2
lnc1042	26	13	15
lnc10421	3	7	4
lnc10422	0	0	0
lnc10423	9	0	9
lnc1043	0	0	0
lnc10431	50	30	32
lnc1044	29	38	0
lnc10444	0	0	0
lnc10445	6	1	5
lnc10446	1	0	1
lnc10447	0	0	0
lnc10448	0	0	0
lnc10449	0	0	0
lnc1045	26	0	26
lnc10450	0	0	0
lnc10451	0	0	0
lnc10452	0	0	0
lnc10453	0	0	0
lnc10454	0	0	0
lnc10455	0	0	0
lnc10457	0	0	0
lnc10460	0	0	0
lnc10461	0	0	0
lnc10462	0	0	0
lnc10463	100	0	100
lnc10464	0	0	0
lnc10465	0	0	0
lnc10466	0	0	0
lnc10467	0	0	0
lnc10468	0	0	0
lnc10469	0	0	0
lnc1047	0	0	0
lnc10470	4	0	4
lnc10471	0	0	0
lnc10472	0	0	0
lnc10473	4	0	4
lnc10474	29	0	29
lnc10476	6	0	6
lnc10477	0	0	0
lnc10478	0	0	0
lnc10479	0	0	0
lnc1048	0	0	0
lnc10480	0	0	0
lnc10481	0	0	0
lnc10482	0	0	0
lnc10483	0	0	0
lnc10485	0	0	0
lnc10486	0	0	0
lnc10487	0	0	0
lnc10488	0	0	0
lnc1049	0	15	0
lnc10490	0	0	0
lnc10492	1	2	0
lnc10494	0	0	0
lnc10495	0	0	0
lnc10496	0	0	0
lnc10497	0	0	0
lnc10498	0	0	0
lnc10499	0	0	0
lnc105	1	1	0
lnc1050	2	0	3
lnc10500	0	0	0
lnc10502	0	0	0
lnc10503	0	0	0
lnc10505	0	0	0
lnc10506	0	0	2
lnc10507	0	2	0
lnc10509	30	0	30
lnc1051	0	0	1
lnc10510	19	0	19
lnc10516	54	378	0
lnc10518	0	0	0
lnc10519	0	0	0
lnc10521	10	1	27
lnc10522	0	0	0
lnc10523	0	0	0
lnc10524	1	0	1
lnc10525	1	1	0
lnc10526	0	0	11
lnc10527	0	0	0
lnc10528	0	0	0
lnc10529	54	273	0
lnc10530	0	0	0
lnc10531	0	0	0
lnc10532	0	0	0
lnc10534	0	0	0
lnc10535	0	0	0
lnc10536	0	0	0
lnc10537	1	1	0
lnc10538	3	0	3
lnc10539	0	0	0
lnc1054	9	10	59
lnc10542	0	0	0
lnc10543	0	0	0
lnc10544	0	0	0
lnc10546	0	0	0
lnc1055	0	0	0
lnc10552	13	0	13
lnc10553	0	0	0
lnc10554	3	1	3
lnc10555	18	5	13
lnc10556	0	0	0
lnc10557	0	0	0
lnc10558	0	0	0
lnc10559	0	0	0
lnc1056	0	0	0
lnc10560	2	1	1
lnc10562	0	0	0
lnc10563	0	0	0
lnc10564	0	0	0
lnc10565	0	0	0
lnc10566	0	0	0
lnc10567	0	0	0
lnc10568	26	37	0
lnc10569	0	0	0
lnc10570	0	0	0
lnc10572	0	0	0
lnc10574	0	0	0
lnc10576	0	0	0
lnc10577	0	0	0
lnc10578	0	0	3
lnc10579	0	0	0
lnc1058	0	168	1
lnc10581	0	0	0
lnc10582	0	0	0
lnc10583	0	0	1
lnc10584	1	0	1
lnc10585	0	0	0
lnc10586	0	0	1
lnc10587	0	0	0
lnc10588	0	0	0
lnc10589	0	0	0
lnc10590	0	0	1
lnc10591	0	0	0
lnc10592	0	0	0
lnc10593	0	0	0
lnc10594	0	2	1
lnc10595	27	59	12
lnc1060	0	0	0
lnc10601	1	0	1
lnc10604	1	0	1
lnc10606	638	3067	10
lnc10607	0	0	0
